marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,8777059,R3LS2RYLW340R9,B00N2XRKVY,155747092,Pink - Portable Waterproof Wireless Bluetooth Speaker Shower Car Handsfree Receive Call & Music Suction Phone Mic,Mobile_Electronics,1,0,0,N,Y,This item sucked. When i bought it i charged it and ...,This item sucked. When i bought it i charged it and used it once. Never been able to use it again.,2015-07-29
US,10915575,R2ZOHTY2D7SXQY,B00BQ8RC7E,356896286,Original Boombox OST690 - Ghettoblaster - 12 Watt,Mobile_Electronics,4,0,0,N,Y,Not super loud but works well and looks good,Not super loud but works well and looks good.  Just rememeber it is a 220 volt unit so if you try to run it on 110 it will not run properly.,2015-07-29
US,16282613,R17P3B259KV0IJ,B00P6O99KM,541267267,"Plexon 7"" LCD Monitor Car Headrest, Sold As 1 Pair (BEIGE), or Car/Truck/SUV -Pair of Headrests with Built-In 7"" VIDEO Monitors",Mobile_Electronics,5,0,0,N,Y,Great,Exactly what I wanted,2015-07-29
US,50908153,R1NITKWVKYGYBE,B00AOLFDR0,426448672,"700mAh 361-00026-00 Battery Garmin Forerunner 205, Forerunner 305",Mobile_Electronics,5,0,0,N,Y,recommended,works well in my garmin forerunner 305.  holds charge well,2015-07-29
US,19428042,R3GUFVMUDMMVSP,B00P8Q7VEY,359866509,NEW Mini ELM327 Bluetooth OBD2 V2.1 Supports All OBD II Protocols,Mobile_Electronics,5,0,0,N,Y,Five Stars,Very good,2015-07-29
US,12130081,R33W6ODHU78OOY,B002IUG14O,205072865,Garmin Nuvi Windshield Suction Cup Mount and Bracket Cradle Unit Kit,Mobile_Electronics,2,0,0,N,Y,... GPS I use for work since I do not like using my phone for directions,I needed a replacement for my GPS I use for work since I do not like using my phone for directions. It fit perfectly on my Garmin but after about 3 mins placed on the left corner of the windshield it fell off. The inner rubber seal (on the small circular component inside) was cracked and the suction cup could not hold the weight or lock. The rubber suction part came off and I could see that the seal was broke. Unfortunately for me I threw out the packaging and have not returned it.. I guess for a $5 part maybe it's expected.  I didn't think it would break the same day I got it.,2015-07-29
US,45555583,R1T8HAANFEO76U,B007VXAVCG,700649477,Jensen Cd750 Portable Boombox Am Fm Mp3 Cd Player Encoder,Mobile_Electronics,3,1,1,N,Y,I love it. I just do not like the fact ...,I love it.  I  just do not like the fact that the remote doesn't work with all the options on the device.,2015-07-29
US,14326290,R3USQDDLN70BR7,B00ACBK6YC,941793635,"Portable Boombox, Speakers, MP3 Player, FM Radio, EZnSimple, Unique easy to use Wireless Remote for folder selection, plays from USB or SD Card, 1000 mAH Re-chargeable Li-ion Battery, Emergency LED light - Works with iPad/iPod/iPhone/Android Devices (Supports MP3/WMA/WAV files)",Mobile_Electronics,5,0,0,N,Y,will buy again,"had it for more than 6 months now. Awesome! Kids love to go to sleep listening to the stories that I load on a USB stick.<br />Battery lasts all night on a low volume. Amazing right?<br />Cons<br />Works only off battery. Wont play if plugged in, which is kinda sad.",2015-07-29
US,202476,R1RPH5T2UFSO6F,B00I3CF0YI,217787236,G.G.Martinsen 8GB Slim 1.78'' Screen MP3/MP4 Player Media/Music/Audio Player with Black color,Mobile_Electronics,3,0,0,N,Y,Fair MP4 player,"Good for what it is used, that is going hiking and the gym, just wish that it would hold a charge longer.  It stated that it could hold an 8 hr charge but only gets about 4 hrs.  The video part does not work",2015-07-29
US,44207452,R3I27BHLG2LR6U,B00PC34RRM,782371111,Mb Star Diagnosis Scanner MB STAR Xentry 01/2015 with Dell 630 HDD,Mobile_Electronics,5,0,0,N,Y,Five Stars,Works very well,2015-07-29
US,47218565,R2N3SOXZH240BT,B00NPRR3VO,708290542,"G.G.Martinsen 16 GB Slim 1.78"" LCD Mp3 Mp4 Player Media/Music/Audio Player with accessories-Red Color",Mobile_Electronics,4,0,0,N,Y,Four Stars,grandson loves it works good sound,2015-07-29
US,41687141,R2LTNHVU4TMOUQ,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0,0,N,Y,Five Stars,Works great! I went back to this brand because it is the only one that has lasted.,2015-07-29
US,50784610,R2CY9E2I6W8ENY,B004E2YYKC,915591607,"iPod Nano 6th Gen watch wrist band skin case for iPod Nano 6th Generation, 6G / 6 compatible with 8GB / 16GB (Dark Blue)",Mobile_Electronics,5,0,0,N,Y,Five Stars,Love the color and the fit!!,2015-07-29
US,10798445,R2MD3H66SUZOCH,B00MR9Y18Y,749805619,C7 Stingray Curb Alert Mini,Mobile_Electronics,5,0,0,N,Y,Front end saver,Had one on my other Corvette it worked so well it a no Brainer. It will definitely save the front end of your vehicle.,2015-07-29
US,22905587,R1WS7ZM5CLGWL0,B012EDG356,621314231,Bluetooth Wireless Speaker(Blue),Mobile_Electronics,5,0,0,N,N,Amazing deal! I did not expect much for this ...,"Amazing deal!<br />I did not expect much for this price. Now I have to say it is an amazing deal. The speaker is perfect! Connection is easy, sound is good. Although the bass is so so, it is far than I expected",2015-07-29
US,44819148,R1UXNK73S0RE7D,B002HQZVJ0,556944410,Durable Flexible Soft Clear Silicone Skin Cover Case for Apple Ipod Nano 4th Generation,Mobile_Electronics,5,0,0,N,Y,Five Stars,Good,2015-07-29
US,376969,R1X574231ITOVT,B00RV6RYNM,223508660,Portable Neoprene Soft Travel Carrying Case Bag Sleeve Cover for Logitech Ultimate Ears BOOM Wireless Bluetooth Speaker with Power Adaptor,Mobile_Electronics,1,0,0,N,Y,One Star,Does fit in charger 2 JBL speaker,2015-07-29
US,21822274,RWNDOOU365L94,B00OXHQJG0,326399767,METRA 40-GM10 - Antenna Adaptors - Aftermarket radio to GM Antenna W/Mini plug (Metra40-GM10 ),Mobile_Electronics,5,0,0,N,Y,Five Stars,It works very good,2015-07-29
US,157981,R2E1OAVJYUE28V,B00KW3XNUE,219920841,Magicfly Wireless RF Item Locator Key Finder 1 RF Transmitter and 6 Receivers,Mobile_Electronics,5,0,0,N,Y,Five Stars,Love it,2015-07-29
US,11027819,RZHDBLMXVJWHC,B004Y38PN8,604396618,DPI CD/MP3 Player PC800,Mobile_Electronics,2,0,0,N,Y,Two Stars,"the mp3 disc doesn,t work very well",2015-07-29
US,37106892,R21S5SU527K64F,B00UF8SADQ,317369515,Bluetooth receiver,Mobile_Electronics,1,0,1,N,Y,crap,What the hell? Was delivered I charged it and followed instructions to use it but there is no LED on the screen? Don't waste your money,2015-07-29
US,25925266,RX0JO4CCLQVQJ,B00W2Y1GJQ,950375067,Zusen 8gb 50 Hours Continuous to Play Mp3 Player with Bluetooth Transmitter Hi-fi Music Player White,Mobile_Electronics,1,0,0,N,Y,Broke already by mild use,"This player was nice while it was working.   Now the display is black but occasionally plays stuff  I use it at a gym 4 times a week for about 2 hours and it has been only 90 days and the player no longer works right  Word of advice if you want to be a tester for this product and use your own money, you can go ahead",2015-07-29
US,50784610,R26CZQFPC3F9AV,B00EA96R7C,627945501,DB Premium Leather Kickstand Case for iPod Video 30GB 60GB 80GB / iPod Classic 80 GB 120 GB 160 GB Black -,Mobile_Electronics,5,0,0,N,Y,Five Stars,Love this case!!,2015-07-29
US,26566988,R14WL24ZTBLF9I,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0,0,N,Y,Five Stars,Fast Charging and work great with my IPhone 6!,2015-07-29
US,12988834,R3645FDRSVI686,B005YNMNTY,925245731,"Sony NWZ-S764 NWZS764BTP Bluetooth 8GB MP3 Player with Wireless EX Heaphones, FM Radio, Voice Recording - Pink",Mobile_Electronics,4,0,0,N,Y,Four Stars,great,2015-07-29
US,12940757,R3ED5ONGT0UZGF,B007H4QJA2,997776258,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Pink",Mobile_Electronics,5,0,0,N,Y,Five Stars,Great product!,2015-07-29
US,22607707,R2N4X1MZ44DW3W,B00LAG4F6S,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,Yay!! No error message for this charger!!,Just plugged my Apple iPhone 5c in & didn't get an error message with this charger!! Yay!! I've been looking for a good quality charger for my apple devices & have found it. It's made very nicely. Doesn't feel or look cheap. Very happy.,2015-07-29
US,13163376,R19Z8VBUMATGHM,B00C9B32J4,792244709,Fotga Newest V8.00.034 MINI VCI for TOYOTA TIS Techstream Diagnostic Cable & Software,Mobile_Electronics,4,0,0,N,Y,Four Stars,"Worked great for checking error codes, etc. Used on my 1998 Camry.",2015-07-29
US,5648724,R1VC169N9QZ2KV,B004QYS2ZQ,520890,"R/T 300 Enclosure Series (328-12 JBL) - Dual 12"" Slot Vented Sub Bass Hatchback Speaker Box with Labyrinth Power Port for JBL Subs",Mobile_Electronics,4,0,0,N,Y,Awsome Deal,The product shipped really fast and when we got the box it was in excellent condition! The quality of the box was very very good! Very sturdy. There was no air leaking. The reason I gave 4 stars was because there was a small dent in the box not a huge deal! But in all this box is awesome!,2015-07-29
US,47701317,R2B8QRVFPCE459,B00J5Q9OOI,372361925,Beats by Dr. Dre Studio 2.0 Wireless Over-Ear Headphones with RemoteTalk Cable (Matte Black),Mobile_Electronics,2,1,2,N,Y,Buying for Brand Name is Great! .. but lack cool features,"For a few weeks, I was in search for the perfect wireless headsets to watch movies, listen to music, and possibly take calls. The Beats Studio 2.0 did not match my criteria.<br /><br />CONS:<br />Very high in bass, and can barely hear the lows.<br />Does not take calls<br />Heavy on the head<br />Not ideal to wear over long periods of time<br />Noise cancelling makes a weird sound that may hurt your ears after awhile<br />Expensive compared to other brands in the market<br /><br />PROS:<br />Noise cancelling option<br />Well known brand name will make you look cool in front of your friends<br />Comes in a cool hardshell case<br /><br />A friend told me about the Bose Wireless, so I gave that a shot. Although a cool case is not included, there are many features with the Bose wireless headsets, including 2 bluetooth device accessibility, lighter on the head, nice lows, and I can take calls. All at a fraction of the price of these Beats.<br />There is no noise cancellation but I am able to use it even after the battery dies by plugging in the aux cord, which you can't do with the Beats... not sure why Beats doesn't have this option, it is 2015 you know..",2015-07-29
US,685846,RDSE6RGJMWUZ1,B00WTOIRMI,540607300,Replacement Gate Garage Door Remote Control 4 Button For ATA PTX-4,Mobile_Electronics,5,0,0,N,Y,Five Stars,This product is already a wonderful,2015-07-29
US,2404720,R1NVNLMRFZAUMN,B00EP6AVHM,684365009,NEW KEY Shirt Keyless Remote Cover Silicone for Mercedes Benz a B C E S Class White Color,Mobile_Electronics,5,0,0,N,Y,Five Stars,works great... fits nice,2015-07-29
US,21746639,RBGUGF1WFKJHR,B00PK4DGO8,74989206,"Aukey MUSE Portable Wireless Bluetooth Speaker, 10 Hour Playtime, Dual 5W Driver, Enhanced Bass, Full, High-Def. Sound, Built in Mic, 3.5mm AUX Port (SK-M2, Silver)",Mobile_Electronics,2,0,0,N,N,Doesn't work properly,"Would not stay connected to Bluetooth, tried on several devices and still the same results.  Returned due to Bluetooth issues. This is a good luck and hope it works for you item.",2015-07-29
US,26734265,R3LR0VBEXGG8ZC,B012EDG356,621314231,Bluetooth Wireless Speaker(Blue),Mobile_Electronics,5,0,0,N,N,I like it.,"So far so good.  Took it on a trip, great sound and good size.",2015-07-29
US,45181935,RZD1LE51VCTVE,B00ZJAAM72,346689759,"Best Apple Watch Charging Stand for 38mm and 42mm from ZIVACHI, Highest Quality, Lightweight and Portable, for Home and Office, Non Slip Surface and Bottom. Protection from Scratching. (Black)",Mobile_Electronics,5,0,0,N,Y,Five Stars,Good product. Fits my charger and apple watch. thanks.,2015-07-29
US,45921165,R20FLFR451WNTA,B007WO5LF6,987522321,EC TECHNOLOGY? New design Backup External Battery Pack and Charger (Power Bank) with flashlight,Mobile_Electronics,4,0,0,N,Y,Four Stars,Good one !,2015-07-29
US,14432172,R1B7GOBJ2U2FAW,B00OIHXRS8,610082916,TrendenZ New LCD MP3 Player Car FM Transmitter for SD Card USB Stick Powered by cigar lighter Blue,Mobile_Electronics,1,0,0,N,Y,One Star,Bad :/,2015-07-29
US,13550795,R38ANX0HFG1QKB,B00JP7TCDK,987522321,EC TECHNOLOGY? New design Backup External Battery Pack and Charger (Power Bank) with flashlight,Mobile_Electronics,4,0,0,N,Y,Four Stars,help me a lot with mi iphone 5s,2015-07-29
US,44797182,R32N3NZWOZZG7T,B00KW3XNUE,219920841,Magicfly Wireless RF Item Locator Key Finder 1 RF Transmitter and 6 Receivers,Mobile_Electronics,5,0,0,N,Y,Very helpful system for the forgetful..,"These are very useful in our office where we share communal vehicles. The guys leave cart keys in their pockets all the time. This takes the guess work out of finding the culprit who kept the keys! Great range in a big building. The alert is loud enough to hear down the hall.<br /><br />I also have a personal set and you can even hear the alert when the keys are buried in the bottom of a purse, diaper bag or toy box!",2015-07-29
US,4532129,R9PKJ1B3Z3B3M,B00VUXM0CM,900420124,Dark Blue Silicone Cover Holder Key Jacket for Chevrolet Camaro Cruze Volt Equinox Spark Malibu Sonic Flip Remote Key Case Shell 5 BTN BK,Mobile_Electronics,5,3,4,N,Y,"This cover is great, I think it adds texture to my car ...","I originally purchased this product because I kept dropping my car key and it was getting a bit damaged. This cover is great, I think it adds texture to my car key because I don't recall dropping my car key after getting this. I havn't had any issues with the cover sliding off. The only issue I had was that it was hard to press the button to retract my key at first. As I used it more and more its now easy to retract. I don't know if I got used to pressing the button harder or the cover just broken in some. Everyone loves my car key, they says it looks cool and asked me how I got a blue one.",2015-07-29
US,49822372,RZDF2VTGL5VUE,B00OYWG4RI,357957525,"Pioneer DEH-X8700BS CD Receiver with Full Dot LCD Display, Bluetooth, SiriusXM-Ready, Siri Eyes Free, USB Playback, Android Music Support, and Pandora",Mobile_Electronics,5,1,1,N,Y,Five Stars,GREAT UNIT....EASY TO INSTALL,2015-07-29
US,50810965,R26V3DPX9YBDVN,B0075875OE,568230473,RA200 Rugged Air Aviation Pilot Headset,Mobile_Electronics,5,0,0,N,Y,... nothing to compare too but I have been very happy with it,"This was my first aviation headset so I have nothing to compare too but I have been very happy with it. It's sturdy, comfortable and has good sound quality.<br /><br />Great starter product",2015-07-29
US,52153282,R5X22B1ASGADU,B00SY4FNR4,605156708,"1byone 9.6A / 48W 4-Port USB Car Charger, Safety Protection for Apple and Android Devices, Red & Black",Mobile_Electronics,5,0,0,N,Y,Five Stars,Keeps all devices charged.  Doesn't take long at all!!!,2015-07-29
US,23916666,R32ZOXTIPEQGPQ,B007UXNHNM,923851403,"eForCityLeather Case for Barnes and Noble Nook Simple Touch with GlowLight , Black",Mobile_Electronics,5,0,0,N,Y,Works great. Better than my original cover,Works great.  Better than my original cover.,2015-07-29
US,44207452,R3KSV96VGXZ5BC,B00QV1IA1I,15277053,B MW ICOM A2+B+C With 2014-09 Platinum Software SSD ISTA/D V3.44.40 ISTA/P V53.4.002,Mobile_Electronics,5,0,0,N,Y,Five Stars,Good Product,2015-07-29
US,36640774,R17TYPL0I2AEJA,B00GEQ33R6,296882964,BRAND New Sony SRF-M37W Walkman Digital Tuning Weather/FM/AM Stereo Radio SRFM37W!!Fast Shipping,Mobile_Electronics,5,0,1,N,Y,Thank you!,Thank you!,2015-07-29
US,49512555,R3MSQV6YZM9BMO,B00W3FYFDI,823695377,E-PRANCE EP503 FULL HD 23041296P Car Camera Recorder 170 Degree Wide Angle Lens WDR Night Version G-Sensor HDMI,Mobile_Electronics,4,2,2,N,Y,"Great camera, bad software.","A nice little dash cam with solid features. The software that came with the camera is awful. It would only play the video upside down. After reading comments on a similar camera, I found that a program called &#34;Registrator Viewer&#34; (registratorviewer dot com) works perfectly with this camera. It's free, but I did make a donation because I liked it so much. It allows you to see all the data this little camera makes available and excellent features allow you to quickly find and export the specific clip you're looking for. This camera also has a microphone built in, but you need to enable it in the settings. The audio quality really isn't that good, but it's better than nothing. It sounds like it's underwater. The video quality is quite good. I also like that it has a built-in battery, so it can continue recording for a little while (configurable), even after you shut off the engine. The unit itself is also much smaller than I thought is was going to be. Overall, a great little dash cam for the price. I may even get one for the rear window.",2015-07-29
US,50919445,R11MDX43VV9L8T,B00W345QOG,456112440,Andoer Wireless Bluetooth Digital Transmitter Digital Sound Audio Decoding Optical Coaxial 3.5mm audio Transmission Sound for Television Blu-ray DVD Smart Phones Computers,Mobile_Electronics,4,2,2,N,Y,"Expensive with bad documentation, but worth it in this case","I found this item under several brand names here on Amazon. It was the only reasonable BT transmitter with digital/Toslink input which I needed to convert a TV's output to a BT signal (the TV, a Toshiba, does not have analog audio output, as odd as that seems). When I first tried to buy this item (the Andoer), Amazon said the soonest it would arrive was after I was to leave for the weekend (where the device was to be installed as part of a gift), for whatever reasons 2 day or 1 day prime shipping wasn't available.<br /><br />So I bought the seemingly identical item branded as &#34;LingsFire&#34; (at $5 more) because 2 day shipping was an option for that item. That unit arrived in 2 days (a day before leaving for the weekend), but the power supply didn't work (it put out 1.7V instead of the required 5V) and the device/box itself never powered-on even when used with a verified good power supply. So I started the return/refund process for that product (which perhaps coincidentally, appeared to have been previously opened and re-sealed/taped).<br /><br />I then searched again on Amazon and now free 1-day shipping was available for the Andoer-branded version of this device! So I purchased it and crossed my fingers. It arrived at 6pm the following day and we made the boat for our weekend trip where the device was to be installed along with a JBL Flip 2 speaker for my hard-of-hearing father to watch/hear the television without bothering everyone else in the house.<br /><br />I tested the new (Andoer) power-supply (it put out 5v) and device/unit quickly (the blue LED came on and blinked) and then packed it up along with the BT speaker for our trip.<br /><br />PAIRING:<br />I read the directions for both devices, but could not get them to pair. I sat and stared and read and re-read and tried different BT speakers. Finally, I decided to hold down the power button for like 10 seconds and finally the LED flashed quickly alternating between red and blue. *This* is the pairing mode. The slow blue blinking LED is *not* pairing mode. Anyway, once I discovered this, it was smooth-sailing and everyone is very happy.<br /><br />I do wish there was less lag/latency however: there's really no way, at least with this TV, to eliminate the delay between the audio coming out of the TV's built-in speakers and those coming from the BT speaker. So we just disable or turn-down the TV's speakers, but that may not be an option for everyone.de. The slow blue blinking LED is *not* pairing mode. Anyway, once I discovered this, it was smooth-sailing and everyone is very happy.<br /><br />I do wish there was less lag/latency however: there's really no way, at least with this TV, to eliminate the delay between the audio coming out of the TV's built-in speakers and those coming from the BT speaker. So we just disable or turn-down the TV's speakers, but that may not be an option for everyone.",2015-07-29
US,46997164,R1XINE520JWULM,B00OMTF1W2,634098803,Angel Mall Toyota 62mm Outer Diameter Silver Wheel Center Hub Caps Cover 4-pc Set,Mobile_Electronics,5,0,0,N,Y,Five Stars,Very well made,2015-07-29
US,31385290,R1QQ0V3U71L8KF,B00TU1VQOO,196936460,"ICARUS Illumina - eBook reader - Android 4.2 (Jelly Bean) - 8 GB - 6"" Carta screen",Mobile_Electronics,2,0,0,N,Y,"Was Good, Is Broken, Is Impossible to Get Repaired.","I liked this while it worked.  Although it has a touchscreen, it had buttons too, which helped me avoid accidentally triggering unwanted touchscreen gestures. It supported organizing files into folders, like on the computer. It supported djvus, which I hdn't been able to open on my previous e-reader, and supported a wider range of pdfs. It didn't support all the accessibility options than Android KitKat devices are supposed to support, like disabling unwanted touchscreen gestures.  After 26 days, it stopped working. Unfortunately, there are a lot of bugs with their support website. I can't get a clear answer, and I can't file a rma request while the website's broken, but I think they want me to ship this to Eindhoven for repairs, and pay them to ship it back. That's more than $70 right there. This is less than one month old, and this is still under warranty. I still hope I can get this repaired, either under warranty or otherwise.  P.S. I got the website working, I should be able to get this repaired.  P.P.S. I got the authorization, all the information to send it in for repairs, mailed it, and due to yet another mix-up, they didn't accept it so it is being returned undelivered. *headdesk*",2015-07-29
US,16391045,R18IUQDA0E51PK,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,It's a great product and it charges the phone as fast as ...,I ordered this with Amazon Prime and it came within the time that it said it would. It's a great product and it charges the phone as fast as an Apple charger would. My last generic cable charged the phone super slow. I'm very pleased with this purchase.,2015-07-29
US,38040677,R18B4WHVIJTD84,B00SU7B0JK,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,Good Stuff,"Good stuff, no problems",2015-07-29
US,24002935,RT8B3B69LX5ZC,B00NPMEZOM,57161434,G.G.Martinsen 8GB Slim 1.78'' Screen MP3/MP4 Player Media/Music/Audio Player with Silver color,Mobile_Electronics,1,0,0,N,Y,Steer clear of these Chinese made pieces of junk!,They don't last too long before they brick out on you. Stay away!,2015-07-29
US,22706795,R2EZV5M6JFTBS0,B00MIG3P2Y,448443928,Precision Power Black Ice Car Amplifier - 650 W RMS - 1300 W PMPO - 1 Channel - Class D BA1300.1D,Mobile_Electronics,5,3,3,N,N,works when properly used,"Randy L. With 1 star.  Great feedback, the detailed explanation of the product was wonderful.  NOT!!!!  Here is the deal.  I actually own this product, tested it at rated capacity, voltage/Current drops, distortion and linearity.  Great results.  Not the best, but great.  Very useful hi/lo pass filters.  The only issue I have is the mounting fasteners are cross thread screws, duh.  Hex  head would have been choice design.  I play loud music, 130 dB at 15 to  20 volts for every road trip, to from work,  110 F summer....No heat on this amp at all.  For those clowns who try and increase their wattage by lowering the load resistance, we'll you deserve blown components and you definitely should not hobby stereo until you take some engineering courses on electrical theory.  YOUR AMP CAN ONLY PRODUCE A FINITE AMOUNT OF POWER, dropping your resistance is why your amps melt with no power gained.<br /><br />.",2015-07-29
US,15300669,RFIAQS6FVTI7T,B000BQYM0W,640050714,Apple Remote remote control,Mobile_Electronics,5,1,1,N,Y,Five Stars,works just fine with AppleTV,2015-07-29
US,15289473,RG9WDX9FAA7E1,B00Z2XJIK8,722179337,"AmorTek Original Car Dash Cam 1080p Full HD H.264 2.1"" LCD 170° Wide Angle 4X Zoom Night Vision Dash Camera + G-sensor + 6-glass Lens + Motion Detection + Novatek 96650 + AR0330 + 8GB Micro SD Included",Mobile_Electronics,2,2,2,N,Y,"Great Potential, Too Many Issues","The Dash Cam is easy to use and configure. Within a few minutes it was mounted, all the settings I wanted set up, and ready to use.  The power cord that it comes with is more than long enough for anyone to make it work the way they need to.  The suction cup mount is pretty awesome.  I've never had one that sticks as well as this one does.  The picture quality is fantastic, much better than I expected for a device in this price range.<br /><br />I'm not sure why they went with mini USB instead of micro USB.  It means I have to have a separate charger, specifically for this device, since everything else uses micro USB.  Overall this is just a minor annoyance.  The camera does not automatically start recording unless you press the OK button to begin, which is not good in the event you forget to start it and actually needed it.<br /><br />The main reason I'm returning the dash cam is due to the internal battery.  It is completely useless to the point that I believe the unit I received has to be defective.  After being plugged in over an hour, the moment the device loses connection to power it instantly shuts off.  If it's manually turned back on, it shows &#34;low battery&#34; and shuts off within 15 seconds.",2015-07-29
US,24002935,R3UTTXDBSE4JC,B00NPQWCAW,102105820,G.G.Martinsen 8GB Slim 1.78'' Screen MP3/MP4 Player Media/Music/Audio Player with Gold color,Mobile_Electronics,1,1,1,N,Y,Stay away from these Chinese made pieces of garbage!,Junk. They don't last too long before they brick out on you.,2015-07-29
US,38292592,RECS6W0R1LDFW,B008T8SDNG,657971444,2 pieces 3D Gecko Shape Chrome Badge Emblem Decal Car Sticker,Mobile_Electronics,5,0,0,N,Y,Five Stars,Awesome quality,2015-07-29
US,26415718,R2E6GSEEL4O41P,B00WX27F7E,44270819,Chi You Mechanical Mod,Mobile_Electronics,4,0,0,N,N,... with my authentic mutation x V4 RDA it works great been using it in 18350 and 18650 MODES works ...,I have been using s chi you mechanical mod clone for over a year now with my authentic mutation x V4 RDA it works great been using it in 18350 and 18650 MODES works great I have used a Panasonic CGR18650CG flat nipple battery a efast MR18650 and a efast IMR 18350 and they work great this is a great buy.,2015-07-29
US,3295178,RNVNHIJE2GDAY,B00PESCDKS,131176210,"Clip-Dat Black Mini Clip MP3 Player w/ Orange Button & Mix-Dat Black Earphones w/ White Boots - Assembled, QC Tested, & Imaged by FairlyAdept -  Same Day Processing - (Clash-r-Match Combo)",Mobile_Electronics,2,0,0,N,Y,Two Stars,Won't connect to the computer,2015-07-29
US,46454915,R1NJ4ED43FTHV5,B00WWOUYLC,574425463,Cell Phone holder,Mobile_Electronics,4,1,1,N,Y,"Sturdy, not to shaky while driving, needs to be a little longer.",wish it was just a little longer. I use an iphone 5 and wihout a case this will not close on it all the way. With a case yes its snug.,2015-07-29
US,51634288,R3USOZYKO1M8CY,B00GWFBZ1A,806552023,Notebook Computer Laptop 2W 8 Ohm Black Laptop Internal Speaker w Wire,Mobile_Electronics,4,0,0,N,Y,Surprisingly good given the low price,Much louder than expected! and they sound better than most Windows laptops.,2015-07-29
US,40055273,R27Y9IKSEU8T01,B000MPMHMW,490935467,Humminbird 7400931 MHX XNT Transom Mounting Hardware Kit,Mobile_Electronics,5,0,0,N,Y,Good part,This was an exact replacement item for one on my boat that had broken. Worked very well. Received on time as promised.,2015-07-29
US,209778,R54OZILUL8TQ2,B003VSAF9O,589175611,Jeppesen Professional Pilot Logbook,Mobile_Electronics,5,0,0,N,Y,like a lasting book,"Fits the product description and feels well built, like a lasting book.",2015-07-29
US,12693156,R29J25B0GVRS3I,B0088NPVB4,1264634,"Diy iPod Touch 4 case , Fashion case for iPod touch 4 case",Mobile_Electronics,5,0,0,N,Y,very nice.. and the price is even better,I comes in 4 different themes...very nice..and the price is even better..,2015-07-29
US,7776813,R2HA6QCZ7PGN4D,B00WXPL0FE,902385260,Bluetooth Shower Speaker – SoundPal Water Resistant Wireless and Hands-free Speaker with Suction Cup - Compatible with All Bluetooth Devices,Mobile_Electronics,5,0,0,N,Y,Great speaker and great sound!!,"This speaker is amazing.<br /><br />I actually suctioned it to my bathroom tile, and then it fell off and hit the floor and broke.<br /><br />I unscrewed it, noticed that one of the power wires got un-soldered from the circuit board.  So I superglued it back into place, and the speaker has worked perfectly ever since!  The battery life isn't impressive, maybe 3 songs a shower for 4-5 showers, and then the battery has to be charged, but since you only use it about 10-15 min a day, it's perfect!",2015-07-28
US,11108005,R2TYN5R2LL6IG5,B00V63GK5E,446939051,"[NEW VERSION] Bluetooth Receiver 4.0 [Apt-x Technology], Doosl Hand-free Calling Bluetooth V4.0 Car Kit Music Receiver, iPhone Bluetooth radio with 3.5mm AUX Port and 1A USB Car Charger",Mobile_Electronics,1,0,0,N,Y,No usb,The units USB output doesn't work. Need it for my GPS and Phone and only have 1 output in my car. I've tried several wires and no power! Useless.,2015-07-28
US,23271621,R3SYDPEXWQJPN,B00LAG4F6S,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,Better,I've been ripped off so many times before .. So far so good with this product at 2 months in.. It's already better than the rest.,2015-07-28
US,21999384,R2FA1FDDAPDM1C,B00B4E9764,8682364,BlackVue Wi-Fi DR500GW-HD Car Black Box/DVR Recorder,Mobile_Electronics,3,0,0,N,Y,Kinda good product,Really good product until the heat hit it gets about 95° here and for some reason  my power magic pro died out on me and the cameras date is stuck on 2020 even though i change it manually,2015-07-28
